Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Austria,0.5896700143472022,0.5920032639738884,0.5989488578936729,0.5989499192245558,0.5995967741935484,0.5980153908464966,0.6079486648726972,0.6093492586490937,0.6069579623110375,0.6034840315221899,0.6091977727366468,0.6100746268656717,0.6094073767094901,0.6088302042500516,0.6087758868156652,0.609129814550642,0.6117647058823529,0.6117408906882591,0.6063743402354851,0.6105134970570327,0.6114947197400485,0.6260512820512819,0.6502976190476191,0.6733844468784228,0.6948504609849335,0.7110534998821588,0.7097687588485134,0.7153441682600383,0.6677208041563135,0.649879041126017,0.6484028393966281,0.6438721136767316,0.644424739525604,0.6431095406360422,0.6435338180215907
Israel,0.5581061692969871,0.5573235414116688,0.5585203153426318,0.557956381260097,0.5574596774193548,0.5538679627379505,0.5615814531152972,0.5619851729818781,0.5574653137295505,0.5503940273745334,0.5568158383171788,0.5478855721393034,0.5472440944881888,0.5440478646585515,0.5402911625999589,0.5339311188098634,0.5308316430020282,0.5269230769230768,0.521721477872513,0.5350111629795007,0.5298537774167342,0.5259487179487179,0.5552721088435373,0.5894852135815991,0.6107488194288283,0.6403488098043836,0.6510146295422368,0.668738049713193,0.6299977411339506,0.6129316032548933,0.6191215616681455,0.6181172291296625,0.607182442917313,0.6077738515901058,0.5999118748623045
United Arab Emirates,0.4523467923754868,0.45573235414116686,0.46048109965635736,0.46142972536348936,0.46149193548387096,0.45949777237748074,0.466363071827779,0.4647858319604613,0.4272106026092359,0.4637080049771877,0.46236337389152393,0.458747927031509,0.43721508495648564,0.4338766247163192,0.438384252614312,0.4261259425310781,0.4253549695740365,0.4208502024291497,0.41473812423873313,0.41485691089912724,0.4898456539398862,0.5364102564102563,0.5803571428571428,0.6254107338444687,0.6321115358668764,0.6561395239217535,0.6604530438886266,0.6737571701720839,0.6417438445900159,0.628106443809105,0.6273291925465837,0.630550621669627,0.6284637552649079,0.6322879858657242,0.6309759858999779
Nigeria,0.6089362574298013,0.6048551611587109,0.6038002829997977,0.6044022617124395,0.6056451612903225,0.604293236127987,0.6156075346719104,0.618822075782537,0.6179333195278525,0.6190377436748238,0.6213652299443184,0.6218905472636814,0.622668876916701,0.624303693005983,0.6366618823046954,0.6445893621357244,0.6513184584178497,0.6540485829959515,0.655095412099066,0.6582098640146133,0.666531275385865,0.6681025641025641,0.6926020408163264,0.7095290251916757,0.7186867551158084,0.7513551732264907,0.7411514865502595,0.7633843212237095,0.7178676304495143,0.699142291620849,0.6980922803904169,0.6960479573712255,0.6945244956772332,0.6874999999999998,0.6651244767569948
Singapore,0.6368108218897315,0.6523867809057529,0.656155245603396,0.6605411954765751,0.6518145161290323,0.6366950182260024,0.6466570068308838,0.6367380560131796,0.6338786498239801,0.6294068851099129,0.634151371416787,0.6030265339966832,0.6069208454206381,0.6234784402723335,0.6301004716013943,0.6441817811289994,0.6411764705882351,0.6404858299595141,0.6169305724725943,0.646437994722955,0.6573923639317628,0.6568205128205127,0.6806972789115646,0.6779846659364731,0.6712390375534067,0.6910205043601224,0.6998584237848041,0.7072179732313574,0.6641066184775242,0.6465801627446668,0.6346495119787046,0.605905861456483,0.6371092884061184,0.6406802120141342,0.6490416391275611
Bangladesh,0.649518343922935,0.6538147694818442,0.6506973923590054,0.6457996768982229,0.6375000000000001,0.6275820170109355,0.63961912647485,0.6418863261943986,0.6411265272313107,0.6412277063459144,0.6434316353887398,0.6428275290215587,0.6415250725238291,0.6391582422116773,0.6444535575148657,0.6454045241491745,0.6494929006085192,0.6516194331983804,0.6532683719041819,0.6565861579054191,0.6602355808285946,0.6687179487179487,0.6928146258503401,0.7136911281489594,0.7308297728805936,0.7610181475371199,0.760972156677678,0.7798757170172083,0.7348091258188388,0.7138772817242136,0.7098491570541259,0.7129218472468914,0.7120372422966081,0.7146643109540634,0.7162370566204008
Egypt,0.6058618569378971,0.609547123623011,0.6145138467758238,0.615508885298869,0.6171370967741936,0.6166464155528554,0.6131235768991926,0.5998764415156507,0.5678194243114516,0.5514309415180422,0.5588781191998351,0.5607379767827528,0.5646498135101533,0.56777388075098,0.5769940537215501,0.5791726105563479,0.5817444219066936,0.5734817813765182,0.5594803085667884,0.6038157093566063,0.6175873273761168,0.6127179487179487,0.6326530612244896,0.6302300109529024,0.6309871823701371,0.648362008013198,0.6569136385087305,0.6713671128107073,0.631578947368421,0.6175500329887837,0.6413043478260869,0.6449822380106571,0.6439813788516958,0.6393551236749117,0.6331791143423661
Vietnam,0.6136503381840541,0.6154630762953897,0.6187588437436831,0.6175282714054927,0.6161290322580645,0.6138112596192791,0.6243013868764232,0.6249999999999999,0.6237316214537171,0.6204894234757361,0.6174468962672716,0.6152570480928689,0.614587650227932,0.6207963688879719,0.6323559565306541,0.6441817811289994,0.6529411764705881,0.6512145748987853,0.6465692245229393,0.6279683377308706,0.6157595450852963,0.6449230769230769,0.6838860544217685,0.7051478641840087,0.7225095570047221,0.7494697148244166,0.7461066540821141,0.7626673040152963,0.7113169189067088,0.6892456564767978,0.6907719609582963,0.6873889875666074,0.6872090445577476,0.6956713780918727,0.6970698391716237
South Africa,0.06681697069071524,0.04977560179518581,0.06448352536891053,0.08966074313408723,0.08669354838709663,0.08080194410692597,0.07389774373835657,0.10111202635914315,0.11493062745910124,0.12360016590626294,0.13714167869663849,0.14697346600331668,0.15602983837546608,0.16195584897874976,0.18638507279064995,0.16221724067658444,0.1249492900608519,0.0615384615384615,0.0069021518473405576,0.02760300385630212,0.023964256701868466,0.029743589743589656,0.05144557823129229,0.07163198247535586,0.09309646953002022,0.0902663209992927,0.09178857951864072,0.13073613766730394,0.12152699344928837,0.11700021992522525,0.10758651286601593,0.1101243339253996,0.11039680780314776,0.11484098939929314,0.11566424322538002
Malaysia,0.6097560975609756,0.6107711138310895,0.6126945623610269,0.6096526655896607,0.5806451612903226,0.5421223167274201,0.5483336783274684,0.541186161449753,0.582729343549389,0.5848195769390293,0.5850690864095689,0.611111111111111,0.604434314131786,0.6092428306168765,0.596883329915932,0.5846749541471368,0.5807302231237322,0.5753036437246963,0.5842468534307754,0.588187538055612,0.5924045491470349,0.6057435897435898,0.6269132653061225,0.6514786418400876,0.6680908477625364,0.6797077539476786,0.7121283624351109,0.7201242829827916,0.6810481138468489,0.6575764240158346,0.672360248447205,0.6560834813499111,0.6623808468188871,0.6784452296819786,0.6860541969596827
Denmark,0.7454396392703423,0.7294981640146878,0.7267030523549627,0.7205169628432957,0.7475806451612904,0.7681247468610772,0.7758228110122127,0.7252883031301481,0.7252019051563471,0.7133969307341352,0.7434522581975666,0.7910447761194028,0.8060505594695399,0.8188570249638952,0.8166905884765224,0.8035459547585081,0.8144016227180527,0.8153846153846154,0.857896873731222,0.8171300994519992,0.8180341186027619,0.8467692307692307,0.8907312925170068,0.9036144578313253,0.913649651450416,0.9561630921517794,0.9516281264747524,0.9653441682600381,0.9076123785859498,0.888937761161205,0.8864241348713396,0.8821047957371225,0.8827311017512747,0.8973056537102472,0.8957920246750384
Philippines,0.5453986472637836,0.532639738882089,0.5453810390135436,0.5486672051696283,0.5453629032258064,0.5078979343863913,0.4713309873732146,0.4816721581548599,0.49886104783599083,0.5134798838656158,0.5306248711074448,0.5495439469320066,0.557190219643597,0.5758200949040644,0.5831453762558949,0.5863052781740371,0.5989858012170386,0.5977732793522267,0.6065773447015833,0.6036127460929571,0.6060113728675873,0.6057435897435898,0.6239370748299318,0.6164293537787513,0.6352597256577468,0.6634456752297903,0.6807456347333648,0.7019598470363287,0.6573300203297943,0.6527380690565208,0.6639307897071872,0.6527531083481348,0.6626025271558411,0.6682862190812721,0.6660057281339502
Ireland,0.4302111088337774,0.4306405548755611,0.43400040428542547,0.4349757673667204,0.42842741935483875,0.426285945727015,0.435934589111985,0.43780889621087316,0.4265893559743219,0.42326835338034,0.41740565064961854,0.42661691542288555,0.4264401160381266,0.4233546523622858,0.432027885995489,0.42796005706134105,0.427789046653144,0.4342105263157895,0.4364596021112464,0.44509843718286995,0.44029244516653127,0.43712820512820505,0.4555697278911564,0.4637458926615553,0.4220823026759613,0.4555738864011311,0.5094384143463898,0.5461281070745696,0.5545516150892251,0.5372773257092588,0.5339396628216504,0.5348579040852576,0.529816005320328,0.5494699646643108,0.5428508482044502
Pakistan,0.6333265013322401,0.6362709098327214,0.6413988275722661,0.6427705977382874,0.6441532258064516,0.6441879303361686,0.6557648519975161,0.6449752883031302,0.6303582522261337,0.6364579012857735,0.6434316353887398,0.6480099502487562,0.6442188147534189,0.6416340004126262,0.644863645683822,0.6303240269003464,0.6476673427991885,0.6558704453441296,0.6589524969549329,0.6624720925512482,0.6663281884646628,0.669948717948718,0.6970663265306123,0.71960569550931,0.7276815830897234,0.749941079424935,0.7520056630486078,0.7736615678776291,0.732098486559747,0.7114581042445567,0.7076308784383317,0.7104795737122557,0.7095987585901129,0.7122349823321553,0.7140339281780126
Colombia,0.35068661610985863,0.3529171766625867,0.358601172427734,0.35965266558966064,0.3610887096774192,0.35763466990684484,0.3628648312978679,0.3665568369028005,0.36301511700144956,0.36312733305682277,0.3662610847597442,0.3648424543946931,0.3648984666390384,0.379203631112028,0.3795366003690792,0.3855716323619319,0.38823529411764707,0.38846153846153836,0.3838814453917985,0.38745687030647463,0.39439480097481705,0.39548717948717943,0.42283163265306123,0.4276013143483024,0.4661569597481447,0.47513551732264886,0.46885323265691364,0.4643881453154874,0.4305398689857691,0.4176380030789531,0.4043921916592724,0.4071936056838366,0.40168477056085106,0.41629858657243796,0.418814716897995
Chile,0.35335109653617547,0.3559771521827827,0.3620375985445725,0.36308562197092076,0.364516129032258,0.36168489266909676,0.36638377147588497,0.3692339373970346,0.36715676123421,0.36706760680215667,0.36956073417199425,0.3698175787728027,0.3729796933278076,0.379203631112028,0.3805618207914701,0.38068066028123076,0.3793103448275861,0.3805668016194333,0.38002436053593164,0.38096204586969745,0.37875710804224205,0.37107692307692297,0.3890306122448979,0.3892661555312157,0.40814031931639305,0.4216356351637991,0.4256724870221801,0.4416826003824091,0.41992319855432564,0.41345942379590933,0.41703637976929886,0.4136323268206039,0.41276878740855666,0.4171819787985865,0.4168319012998456
Finland,0.7544578807132609,0.7568339453284375,0.7592480291085507,0.7580775444264943,0.7568548387096773,0.7545565006075334,0.7528462016145725,0.7434102141680394,0.7075999171671152,0.6912069680630443,0.6873582181893175,0.705016583747927,0.6993369249896393,0.6868165875799462,0.6887430797621488,0.6949256164662727,0.6967545638945234,0.718825910931174,0.7604547300040599,0.7562411203572154,0.7341592201462225,0.7526153846153847,0.7874149659863946,0.7958378970427162,0.8124578367438722,0.8395003535234504,0.8272770174610664,0.8355640535372849,0.7876665913711317,0.771497690785133,0.7690771960958296,0.7677619893428064,0.7747727776546218,0.7793727915194344,0.7801277814496584
Romania,0.6882557901209264,0.6886984904120769,0.6911259349100464,0.6890145395799676,0.6860887096774192,0.6597812879708383,0.673152556406541,0.6715403624382206,0.6657693104162352,0.6729572791372875,0.6774592699525676,0.6817993366500829,0.6694985495234148,0.6595832473695068,0.6674184949764199,0.6643570409618912,0.6679513184584177,0.6394736842105264,0.6384490458790092,0.6381165009133346,0.6687652315190901,0.6775384615384614,0.6926020408163264,0.7198247535596933,0.7236339105014616,0.753476313928824,0.7704105710240678,0.7872848948374759,0.7361644454483849,0.7149769078513305,0.710958296362023,0.7102575488454705,0.7080469962314343,0.7120141342756182,0.7122714254241023
Czech Republic,0.6907153105144496,0.6917584659322725,0.6925409338993329,0.6912358642972536,0.6905241935483871,0.6893479141352775,0.7013040778306769,0.7042833607907742,0.7011803686063367,0.7017834923268352,0.7040626933388329,0.7037728026533995,0.7049316203895565,0.7049721477202393,0.7100676645478776,0.7106174852251884,0.7054766734279919,0.6979757085020242,0.6875761266747866,0.6992084432717678,0.6957757920389925,0.7005128205128204,0.72406462585034,0.7380065717415114,0.7436474027434226,0.7812868253594154,0.7805568664464371,0.7937380497131931,0.7422633837813418,0.720914888937761,0.7185004436557231,0.7189165186500888,0.7191310130791397,0.7135600706713779,0.710068296981714
Portugal,0.6571018651362984,0.6552427580579355,0.656155245603396,0.6462035541195476,0.6449596774193548,0.6421628189550426,0.6559718484785759,0.6544481054365732,0.6492027334851935,0.6464122770634592,0.6514745308310991,0.644278606965174,0.651056775797762,0.653806478233959,0.6528603649784703,0.6562054208273894,0.6561866125760649,0.6560728744939271,0.6555014210312626,0.6610513497057031,0.6630787977254263,0.6584615384615384,0.6783588435374149,0.6924424972617744,0.7130649876321115,0.7383926467122318,0.7312411514865502,0.7208413001912045,0.6882764852044273,0.6753903672751264,0.6721384205856253,0.6765097690941384,0.6772334293948127,0.6802120141342756,0.6816479400749064
New Zealand,0.6554621848739495,0.6644226846185232,0.6597938144329897,0.6573101777059774,0.657258064516129,0.6557310652085864,0.6725315669633617,0.6698929159802307,0.6622489128183888,0.6603069265864787,0.672922252010724,0.6685323383084577,0.6734355573974306,0.672993604291314,0.6657781423005946,0.6822906052577948,0.7060851926977687,0.6995951417004048,0.6833130328867233,0.6726202557337121,0.6636880584890332,0.6769230769230768,0.7221513605442176,0.7491785323110624,0.7670339554756015,0.7975489040773037,0.7991977347805567,0.815965583173996,0.7734357352608989,0.7457664394106004,0.7282608695652174,0.7253552397868561,0.743515850144092,0.7460247349823321,0.7459792905926416
Peru,0.41586390653822497,0.4177886576907386,0.42288255508388933,0.42447495961227777,0.42419354838709683,0.4224382341028757,0.4286897122748914,0.4320428336079077,0.4294885069372541,0.4288676897552883,0.43266652918127446,0.3671227197346599,0.37007874015748005,0.35981019187126057,0.38363748205864245,0.397595272060322,0.3937119675456388,0.4036437246963563,0.4015428339423467,0.4152628374264258,0.41795288383428103,0.429948717948718,0.4672619047619046,0.4414019715224535,0.5302451090622893,0.5107235446617957,0.4785276073619632,0.45745697896749526,0.4486107973797154,0.4444688805806025,0.3928571428571429,0.40430728241563035,0.41764575482154737,0.42910777385158994,0.43159286186384654
Iraq,0.46279975404796064,0.4649122807017545,0.4701839498686073,0.4709208400646203,0.4713709677419355,0.46881328473066025,0.4760919064375907,0.4190691927512356,0.41582108096914466,0.4765657403566985,0.4800989894823675,0.4796849087893863,0.4788644840447575,0.4815349700845883,0.48800492105802745,0.48991237008355415,0.4935091277890466,0.4927125506072875,0.49370686155095406,0.5001014816318247,0.5054833468724612,0.513025641025641,0.5729166666666666,0.6893756845564074,0.6811333483247132,0.6601461230261606,0.6203397829164699,0.5960803059273422,0.4594533544160829,0.4255553111941938,0.4046140195208518,0.4014209591474244,0.39414763910441136,0.394434628975265,0.3965631196298743
Greece,0.8386964541914327,0.839453284373725,0.8394986860723671,0.8360258481421647,0.8090725806451613,0.8066018631024706,0.8050093148416476,0.836490939044481,0.8380617104990682,0.8270427208627125,0.8280057743864714,0.8289800995024874,0.8416908412764194,0.8493913761089333,0.850112774246463,0.8438964744242918,0.847261663286004,0.8493927125506072,0.8479496548924074,0.8694946214735133,0.8294069861900893,0.8114871794871794,0.7823129251700679,0.7268346111719605,0.7110411513379805,0.7468772095215649,0.7602642756016988,0.7421128107074569,0.6930201039078382,0.6753903672751264,0.6779059449866902,0.6676287744227353,0.6750166260252716,0.6693904593639575,0.6611588455606963
Algeria,0.6083213773314202,0.6099551203590371,0.613907418637558,0.6140953150242325,0.6143145161290322,0.612798703928716,0.6238873939143034,0.6252059308072487,0.6239387036653551,0.6246370800497717,0.6265209321509588,0.6262437810945272,0.6266058847907168,0.626779451206932,0.6335862210375229,0.6346036274709598,0.6373225152129816,0.6431174089068825,0.6469752334551357,0.6513091130505378,0.6590170593013808,0.6695384615384614,0.6679421768707482,0.6352683461117197,0.6480773555205758,0.6724016026396419,0.6708352996696556,0.6888145315487572,0.6464874632934268,0.6285462942599516,0.6228926353149954,0.6249999999999999,0.6244735091997339,0.6294169611307419,0.6327384886538885
