Year,Brazil,China,France,Germany,India,Japan,Netherlands,Russia,Saudi Arabia,UK,USA
1975,,,7.0,,,,,,,0.5620860927152277,0.0
1976,,,7.0,,,,4.504261363636363,,,0.0,1.426846590909088
1977,,,7.0,2.607734806629837,,,3.193370165745856,,,0.508287292817679,0.0
1978,,7.0,3.791896144767898,,,,1.7045633359559391,,,0.0,0.6388670338316286
1979,,7.0,3.8391693811074923,,,,1.655944625407167,,,1.4222312703583075,0.0
1980,0.0,7.0,4.547145187601957,2.101141924959216,6.027079934747146,3.265905383360522,2.822838499184338,4.9079934747145195,1.6626427406199016,3.01468189233279,1.4776508972267532
1981,0.0,7.0,4.705479452054794,3.200913242009132,6.04337899543379,3.3036529680365287,2.9246575342465753,4.91095890410959,1.6666666666666659,2.5821917808219172,1.570776255707762
1982,0.0,7.0,4.857748776508973,4.099510603588906,5.944861337683525,3.307014681892334,3.046655791190864,4.910277324632953,1.660358890701468,3.138009787928221,1.808809135399672
1983,0.0,7.0,4.907075317900228,4.799804369090316,5.67394848386045,3.295728725138572,3.0355396152592116,4.9139223997391595,1.650146723182261,3.286599282686665,1.9331594391913924
1984,0.0,7.0,4.908675799086759,4.883561643835616,5.634703196347033,3.2648401826484026,3.038812785388128,4.9132420091324205,1.6552511415525117,4.251141552511414,1.8789954337899528
1985,0.0,7.0,4.878303425774878,4.962805872756933,5.474388254486135,3.2042414355628055,3.028384991843392,4.9148450244698205,1.660358890701468,3.7158238172920055,1.9983686786296906
1986,0.0,7.0,4.78082191780822,5.031963470319634,5.340182648401827,3.1666666666666656,3.0433789954337898,4.917808219178083,1.6575342465753427,3.7648401826484004,1.9520547945205484
1987,0.0,7.0,4.792833876221499,4.970684039087949,5.25342019543974,3.0918566775244307,2.998371335504887,4.920521172638437,1.6736156351791533,3.376872964169381,1.8628664495114002
1988,0.0,7.0,4.7487781036168135,4.860540892798959,5.0635386119257095,2.9195177582274354,2.9696969696969715,4.9221244705115685,1.6787227109807752,3.859237536656891,1.573802541544478
1989,0.0,7.0,4.697848761408084,4.750325945241199,4.951108213820079,2.9136245110821366,2.80638852672751,4.921447196870926,1.6701434159061264,3.8376792698826585,1.521838331160365
1990,0.0,7.0,4.784550195567143,4.706975228161669,4.921447196870926,2.872555410691003,2.767601043024773,4.928292046936115,1.6678617992177323,4.535853976531943,1.4647979139504568
1991,0.0,7.0,4.695595432300162,4.533442088091353,4.782381729200652,2.948450244698207,2.7451876019575865,4.91484502446982,1.6649265905383372,4.538009787928223,1.4456769983686786
1992,0.0,7.0,4.603459530026109,4.263054830287206,4.719973890339425,3.1915796344647505,2.672976501305483,4.788511749347259,1.6677545691905995,3.988903394255874,1.140013054830286
1993,0.0,7.0,4.557874144114771,3.973589827192695,4.608086077600261,3.177045973263776,2.7045973263775664,4.719921747636127,1.6569938050211934,3.663188783827845,1.125203782197585
1994,0.0,7.0,4.567699836867864,3.9030995106035897,4.533442088091354,3.16541598694943,3.1425774877650903,4.435236541598695,1.6626427406199014,3.6153344208809126,1.0825448613376834
1995,0.0,7.0,4.052028795811517,3.7565445026177993,4.507853403141361,3.144960732984293,2.7990837696335076,4.329188481675392,1.6583769633507859,4.333769633507852,0.9964005235602091
1996,0.0,7.0,3.592072956857245,3.830235005261311,4.812346545071905,3.317081725710276,3.36373202385128,4.188705717292179,1.8070852332514904,4.286916871273239,1.0287618379515968
1997,0.0,7.0,3.4583023082650786,3.9065524944154877,5.006329113924051,3.5625465376023833,3.460908413998511,3.2002978406552494,1.7513030528667168,3.901340282948623,0.9121370067014154
1998,0.0,7.0,3.2728694292415934,3.8940578577013287,5.13096168881939,3.7161845191555885,3.7052384675527748,2.662627052384674,1.7021110242376836,4.05277560594214,0.7799061767005465
1999,0.0,7.0,3.1737891737891726,3.9116809116809113,5.182336182336181,3.8091168091168077,4.216524216524214,1.8831908831908817,1.9999999999999982,4.73219373219373,0.8176638176638162
2000,0.0,7.0,3.2421052631578964,4.144,5.1284210526315785,3.8757894736842102,4.830736842105263,2.198736842105262,2.018947368421052,4.633263157894735,0.840000000000002
2001,0.0,7.0,3.6002604166666647,4.362847222222221,4.903645833333333,3.9587673611111103,5.371527777777777,1.6436631944444422,2.072048611111109,4.9735243055555545,0.9995659722222201
2002,0.0,7.0,4.196923076923076,4.507692307692306,4.495384615384615,4.006153846153845,6.018461538461538,2.4461538461538463,2.1630769230769236,5.018461538461538,1.1107692307692312
2003,0.0,7.0,4.431989366415595,4.4940186087727065,4.546743464776252,3.9233495790872843,6.1688081524147105,1.6964997784669935,2.1772264067346043,5.306601683650863,1.0638015064244568
2004,0.0,7.0,4.954260953298023,4.512758786711601,4.546461242176212,4.098218584496868,6.470871449205584,1.5739046701973989,2.3524313914299464,5.847376023110255,0.9133365430909933
2005,0.0,6.744027303754264,5.525597269624574,4.552901023890783,4.726962457337882,4.348122866894195,7.0,2.2081911262798624,2.6177474402730363,6.109215017064846,1.167235494880546
2006,0.0,6.286069651741295,5.516417910447762,4.478606965174128,4.283582089552239,4.384577114427862,7.0,2.6537313432835803,2.490049751243782,6.108457711442788,1.117910447761195
2007,0.0,5.407843137254901,5.092156862745099,3.9289215686274495,3.2666666666666657,4.162254901960783,7.0,2.721078431372547,2.292156862745098,5.898529411764705,0.6553921568627454
2008,0.0,4.768544600938966,4.985446009389671,3.578873239436618,2.7244131455399043,4.032394366197183,7.0,1.7089201877934281,1.9553990610328629,5.7873239436619714,0.07887323943662194
2009,0.12433989438309885,4.530004800768121,5.050888142102737,4.042726836293808,3.350456072971677,4.318290926548247,7.0,2.8329332693230906,2.312049927988478,5.803648583773405,0.0
2010,0.4449954914337242,3.2254283137962116,4.620378719567177,4.374211000901711,3.036068530207393,4.399458972046888,7.0,1.9661857529305689,2.5784490532010818,5.791253381424707,0.0
2011,0.4920965058236279,1.9625623960066554,4.615224625623961,4.294925124792014,2.722545757071548,4.233777038269553,7.0,1.3365224625623973,2.641014975041597,5.15099833610649,0.0
2012,0.829629629629631,2.241152263374488,4.925925925925927,4.632098765432101,3.3127572016460904,4.410288065843622,7.0,1.5411522633744854,2.889300411522635,5.372427983539095,0.0
2013,0.8996366939146261,2.333333333333333,5.095821980018167,4.952770208900999,3.4713896457765685,4.720708446866486,7.0,1.5990009082652135,3.0549500454132623,5.44868301544051,0.0
2014,0.693157671058223,2.0497237569060793,4.441563960900976,4.4534636634084155,3.2753931151721223,4.337441563960901,7.0,1.1393965150871226,2.7994050148746297,4.706332341691457,0.0
2015,0.45485232067510767,1.7130801687763721,4.214767932489451,4.29451476793249,2.6759493670886068,4.173417721518988,7.0,0.26286919831223676,2.664135021097047,4.9029535864978895,0.0
2016,0.39412484700122186,1.5336597307221533,4.018359853121174,4.026927784577724,2.5703794369645037,3.918400652794778,7.0,0.4626682986536106,2.436148510811912,4.466748266013871,0.0
2017,0.17475728155339673,1.300970873786408,4.210355987055015,4.291262135922331,2.423948220064723,4.142394822006471,7.0,0.21682847896440252,2.4886731391585744,4.624595469255663,0.0
2018,0.24624505928853807,1.1731225296442687,3.5332015810276687,3.6272727272727274,2.3683794466403167,3.57193675889328,7.0,0.0,2.152569169960474,4.100395256916996,0.08577075098814206
2019,0.32105263157894987,1.1447368421052653,3.3868421052631583,3.534210526315791,2.3894736842105284,3.4078947368421058,7.0,0.0,2.0447368421052654,3.9605263157894743,0.15526315789473724
2020,1.0071614583333335,1.845703125000001,3.898763020833333,4.040039062499999,3.167317708333333,3.8736979166666665,7.0,0.0,2.709309895833333,4.377278645833334,1.1438802083333335
2021,0.9008103727714761,1.8515397082658018,3.7734197730956254,4.032090761750406,2.713776337115073,3.9118314424635345,7.0,0.0,2.7500810372771483,4.381523500810372,1.2434359805510546
2022,0.9487263226649266,1.8265839320705435,3.7560418027433045,4.005225342913128,2.5215545395166568,3.8863487916394517,7.0,0.0,2.6975832789026772,4.3367080339647295,1.4676681907250166
2023,1.0032722513089016,1.8301701570680642,3.7428010471204196,4.031413612565444,2.524214659685865,3.8916884816753927,7.0,0.0,2.723494764397905,4.333769633507853,1.488874345549739
2024,0.9478688524590162,1.831475409836067,3.706557377049181,4.018688524590163,2.5291803278688536,3.8809836065573764,7.0,0.0,2.731147540983608,4.335409836065574,1.4895081967213124
